CollegeCode,College,DepartmentCode,Department,Subject,CourseNumber,CRN,Section,CourseTitle,Campus,CreditHours,SeatLimit,Enrolled,Remaining,RoomCapacity,CorequisiteIndicator,WLCapacity,WLActual,WLRemaining,Status,Instructor,StartDate,EndDate,StartTime,EndTime,Days,Building,PartofTerm,AllFacultyLastName,AllFacultyP,ApproveTypeCode,AllFacultyFullName
SH,Sciences and Humanities,HIST,History,HIST,301,27757,1,The US and the Vietnam War,M,,22,22,0,24,N,3,0,3,Active,Doyle,8/21/17,12/11/17,1830,2110,  W   ,BB 221,1,"Doyle, Rivers","M. Doyle (P), N. Rivers",,"Michael Doyle (P), Nathan Rivers"
SH,Sciences and Humanities,HIST,History,HIST,301,19711,800,The US and the Vietnam War,OL,,20,20,0,,N,0,0,0,Active,Edmonds,8/21/17,12/11/17,,,     , ,1,Edmonds,A. Edmonds,,Anthony Edmonds
SH,Sciences and Humanities,HIST,History,HIST,310,18918,1,Intro History of US Business,M,,24,24,0,24,N,3,0,3,Active,Geelhoed,8/21/17,12/11/17,1400,1450,M  W  F ,BB 102,1,Geelhoed,E. Geelhoed,,E. Geelhoed
SH,Sciences and Humanities,HIST,History,HIST,310,19712,800,Intro History of US Business,OL,,20,19,1,,N,0,0,0,Active,Geelhoed,8/21/17,12/11/17,,,     , ,1,Geelhoed,E. Geelhoed,,E. Geelhoed
SH,Sciences and Humanities,HIST,History,HIST,360,19713,800,Topics in Military History,OL,3,20,0,20,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,HIST,History,HIST,370,19714,1,Foundations Asian Civilization,M,,24,23,1,24,N,3,0,3,Active,Hall,8/21/17,12/11/17,1100,1150,M  W  F ,BB 221,1,Hall,K. Hall,,Kenneth Hall
SH,Sciences and Humanities,HIST,History,HIST,371,19715,800,Tradition and Chng Modern Asia,OL,,20,21,-1,,N,0,0,0,Active,Hall,8/21/17,12/11/17,,,     , ,1,Hall,K. Hall,,Kenneth Hall
SH,Sciences and Humanities,HIST,History,HIST,373,27758,1,History of the Middle East,M,,24,24,0,25,N,0,0,0,Active,Ayalon,8/21/17,12/11/17,1400,1515, T  R  ,BB 309,1,Ayalon,Y. Ayalon,,Yaron Ayalon
SH,Sciences and Humanities,HIST,History,HIST,425,27759,1,Topics US Western History,M,,24,22,2,24,N,0,0,0,Active,Seefeldt,8/21/17,12/11/17,1530,1645, T  R  ,TC 412,1,Seefeldt,W. Seefeldt,,William Seefeldt
SH,Sciences and Humanities,HIST,History,HIST,440,27993,1,Senior Research Project,M,,5,3,2,,N,0,0,0,Active,Balto,8/21/17,12/11/17,,,     , ,1,Balto,S. Balto,,Simon Balto
SH,Sciences and Humanities,HIST,History,HIST,440,28613,10,Senior Research Project,M,,1,1,0,,N,0,0,0,Active,Ayalon,8/21/17,12/11/17,,,     , ,1,Ayalon,Y. Ayalon,SP,Yaron Ayalon
SH,Sciences and Humanities,HIST,History,HIST,440,28617,11,Senior Research Project,M,,1,1,0,,N,0,0,0,Active,Stephan,8/21/17,12/11/17,,,     , ,1,Stephan,S. Stephan,SP,Scott Stephan
SH,Sciences and Humanities,HIST,History,HIST,440,28635,12,Senior Research Project,M,,1,1,0,,N,0,0,0,Active,Lawrence,8/21/17,12/11/17,,,     , ,1,Lawrence,E. Lawrence,SP,Elizabeth Lawrence
SH,Sciences and Humanities,HIST,History,HIST,440,28016,2,Senior Research Project,M,,5,2,3,,N,0,0,0,Active,Connolly,8/21/17,12/11/17,,,     , ,1,Connolly,J. Connolly,,James Connolly
SH,Sciences and Humanities,HIST,History,HIST,440,28017,3,Senior Research Project,M,,5,1,4,,N,0,0,0,Active,Alves,8/21/17,12/11/17,,,     , ,1,Alves,A. Alves,,Abel Alves
SH,Sciences and Humanities,HIST,History,HIST,440,28049,4,Senior Research Project,M,,5,3,2,,N,0,0,0,Active,Malone,8/21/17,12/11/17,,,     , ,1,Malone,C. Malone,,Carolyn Malone
SH,Sciences and Humanities,HIST,History,HIST,440,28084,5,Senior Research Project,M,,5,2,3,,N,0,0,0,Active,Geelhoed,8/21/17,12/11/17,,,     , ,1,Geelhoed,E. Geelhoed,,E. Geelhoed
SH,Sciences and Humanities,HIST,History,HIST,440,28104,6,Senior Research Project,M,,5,1,4,,N,0,0,0,Active,Suppe,8/21/17,12/11/17,,,     , ,1,Suppe,F. Suppe,,Frederick Suppe
SH,Sciences and Humanities,HIST,History,HIST,440,28192,7,Senior Research Project,M,,5,1,4,,N,0,0,0,Active,Hall,8/21/17,12/11/17,,,     , ,1,Hall,K. Hall,,Kenneth Hall
SH,Sciences and Humanities,HIST,History,HIST,440,28274,8,Senior Research Project,M,,5,1,4,,N,0,0,0,Active,Etcheson,8/21/17,12/11/17,,,     , ,1,Etcheson,N. Etcheson,,Nicole Etcheson
SH,Sciences and Humanities,HIST,History,HIST,440,28536,9,Senior Research Project,M,,1,1,0,,N,0,0,0,Active,Krzemienski,8/21/17,12/11/17,,,     , ,1,Krzemienski,E. Krzemienski,,Edward Krzemienski
SH,Sciences and Humanities,HIST,History,HIST,445,28095,1,History and Historians,M,,5,5,0,,N,0,0,0,Active,Alves,8/21/17,12/11/17,,,     , ,1,Alves,A. Alves,,Abel Alves
SH,Sciences and Humanities,HIST,History,HIST,450,28029,1,Reading and Special Study,M,3,5,1,4,,N,0,0,0,Active,Hall,8/21/17,12/11/17,,,     , ,1,Hall,K. Hall,,Kenneth Hall
SH,Sciences and Humanities,HIST,History,HIST,450,28582,2,Reading and Special Study,M,3,1,1,0,,N,0,0,0,Active,Zhuk,8/21/17,12/11/17,,,     , ,1,Zhuk,S. Zhuk,SP,Sergei Zhuk
SH,Sciences and Humanities,HIST,History,HIST,471,26341,1,France Since 1789,M,,24,18,6,24,N,0,0,0,Active,Thompson,8/21/17,12/11/17,930,1045, T  R  ,BB 221,1,Thompson,C. Thompson,,Christopher Thompson
SH,Sciences and Humanities,HIST,History,HIST,475,27760,1,"Britain, 1485-1714",M,,24,17,7,40,N,0,0,0,Active,Wood Seefeldt,8/21/17,12/11/17,1100,1215, T  R  ,LB 112,1,Wood Seefeldt,T. Wood Seefeldt,,Tara Wood Seefeldt
SH,Sciences and Humanities,HIST,History,HIST,476,27762,1,"Britain, 1760 to the Present",M,,24,23,1,30,N,0,0,0,Active,Malone,8/21/17,12/11/17,1300,1350,M  W  F ,BB 220,1,Malone,C. Malone,,Carolyn Malone
SH,Sciences and Humanities,HIST,History,HIST,482,27764,1,Celtic Peoples Cultural Hist,M,,24,22,2,24,N,0,0,0,Active,Suppe,8/21/17,12/11/17,1100,1150,M  W  F ,BB 102,1,Suppe,F. Suppe,,Frederick Suppe
SH,Sciences and Humanities,HIST,History,HIST,486,26343,1,Russian Civilization to 1917,M,,24,17,7,24,N,0,0,0,Active,Zhuk,8/21/17,12/11/17,1230,1345, T  R  ,BB 102,1,Zhuk,S. Zhuk,,Sergei Zhuk
SH,Sciences and Humanities,HIST,History,HIST,487,19718,800,Soviet and Post-Soviet History,OL,,21,18,3,,N,0,0,0,Active,Zhuk,8/21/17,12/11/17,,,     , ,1,Zhuk,S. Zhuk,,Sergei Zhuk
SH,Sciences and Humanities,HIST,History,HIST,493,27767,1,History Pre-modern East Asia,M,,18,10,8,22,N,0,0,0,Active,Lawrence,8/21/17,12/11/17,1000,1050,M  W  F ,BB 222,1,Lawrence,E. Lawrence,,Elizabeth Lawrence
SH,Sciences and Humanities,HIST,History,HIST,495,19719,800,"Modern China, 1600 to Present",OL,,4,0,4,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,HIST,History,HIST,496,19720,800,"Modern Japan, 1600 to Present",OL,,4,0,4,,N,0,0,0,Cancelled,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,HIST,History,HIST,525,27768,1,Topics US Western History,M,,4,3,1,24,N,0,0,0,Active,Seefeldt,8/21/17,12/11/17,1530,1645, T  R  ,TC 412,1,Seefeldt,W. Seefeldt,,William Seefeldt
SH,Sciences and Humanities,HIST,History,HIST,571,26342,1,France Since 1789,M,,3,1,2,24,N,0,0,0,Active,Thompson,8/21/17,12/11/17,930,1045, T  R  ,BB 221,1,Thompson,C. Thompson,SP,Christopher Thompson
SH,Sciences and Humanities,HIST,History,HIST,575,27761,1,"Britain, 1485-1714",M,,3,2,1,40,N,0,0,0,Active,Wood Seefeldt,8/21/17,12/11/17,1100,1215, T  R  ,LB 112,1,Wood Seefeldt,T. Wood Seefeldt,,Tara Wood Seefeldt
SH,Sciences and Humanities,HIST,History,HIST,576,27763,1,"Britain, 1760 to the Present",M,,3,1,2,30,N,0,0,0,Active,Malone,8/21/17,12/11/17,1300,1350,M  W  F ,BB 220,1,Malone,C. Malone,,Carolyn Malone
SH,Sciences and Humanities,HIST,History,HIST,582,27765,1,Research Hist Celtic Peoples,M,,3,0,3,24,N,0,0,0,Active,Suppe,8/21/17,12/11/17,1100,1150,M  W  F ,BB 102,1,Suppe,F. Suppe,,Frederick Suppe
SH,Sciences and Humanities,HIST,History,HIST,586,26344,1,Russian Civilization to 1917,M,,3,1,2,24,N,0,0,0,Active,Zhuk,8/21/17,12/11/17,1230,1345, T  R  ,BB 102,1,Zhuk,S. Zhuk,SP,Sergei Zhuk
SH,Sciences and Humanities,HIST,History,HIST,593,27785,1,History Pre-modern East Asia,M,,3,2,1,22,N,0,0,0,Active,Lawrence,8/21/17,12/11/17,1000,1050,M  W  F ,BB 222,1,Lawrence,E. Lawrence,,Elizabeth Lawrence
SH,Sciences and Humanities,HIST,History,HIST,612,10071,1,Seminar Modern Historiography,M,,15,10,5,22,N,0,0,0,Active,Alves,8/21/17,12/11/17,1830,2110,M     ,BB 222,1,Alves,A. Alves,,Abel Alves
SH,Sciences and Humanities,HIST,History,HIST,621,27769,1,Studies in US History to 1877,M,,15,10,5,22,N,0,0,0,Active,Stephan,8/21/17,12/11/17,1830,2110, T    ,BB 222,1,Stephan,S. Stephan,,Scott Stephan
SH,Sciences and Humanities,HIST,History,HIST,650,28372,1,Special Studies,M,3,1,1,0,,N,0,0,0,Active,Geelhoed,8/21/17,12/11/17,,,     , ,1,Geelhoed,E. Geelhoed,,E. Geelhoed
SH,Sciences and Humanities,HIST,History,HIST,650,28388,2,Special Studies,M,3,1,1,0,,N,0,0,0,Active,Alves,8/21/17,12/11/17,,,     , ,1,Alves,A. Alves,,Abel Alves
SH,Sciences and Humanities,HIST,History,HIST,650,28524,3,Special Studies,M,3,1,1,0,,N,0,0,0,Active,Geelhoed,8/21/17,12/11/17,,,     , ,1,Geelhoed,E. Geelhoed,SP,E. Geelhoed
SH,Sciences and Humanities,HIST,History,HIST,661,27770,0,Seminar in Digital History,M,,15,11,4,22,N,0,0,0,Active,Seefeldt,8/21/17,12/11/17,1830,2110,   R  ,BB 222,1,Seefeldt,W. Seefeldt,,William Seefeldt
SH,Sciences and Humanities,HIST,History,SS,150,10061,1,Intro Soc Studies Ed-Sec Lev,M,,30,30,0,42,N,5,0,5,Active,Stewart,8/21/17,12/11/17,1100,1215, T  R  ,BB 106,1,Stewart,D. Stewart,,Dorshele Stewart
SH,Sciences and Humanities,HIST,History,SS,395,10062,1,Teaching SS in Sec Schools,M,,24,23,1,24,N,0,0,0,Active,Brown,8/21/17,12/11/17,1230,1345, T  R  ,TC 412,1,Brown,S. Brown,SP,Sarah Brown
SH,Sciences and Humanities,HIST,History,SS,397,10055,1,Teaching SS in the Elemen Schl,M,,20,20,0,24,N,0,0,0,Active,Morris,8/21/17,12/11/17,900,950,M  W  F ,BB 221,1,Morris,R. Morris,SP,Ronald Morris
SH,Sciences and Humanities,HIST,History,SS,397,10056,2,Teaching SS in the Elemen Schl,M,,20,19,1,24,N,0,0,0,Active,Morris,8/21/17,12/11/17,1000,1050,M  W  F ,BB 221,1,Morris,R. Morris,SP,Ronald Morris
SH,Sciences and Humanities,HIST,History,SS,397,10057,3,Teaching SS in the Elemen Schl,M,,20,0,20,,N,0,0,0,Cancelled,,8/21/17,12/11/17,1200,1250,M  W  F , ,1,No Instructor Listed,No Instructor Listed,SP,No Instructor Listed
SH,Sciences and Humanities,HIST,History,SS,397,26435,4,Teaching SS in the Elemen Schl,M,,25,26,-1,42,N,0,0,0,Active,Stewart,8/21/17,12/11/17,1230,1345, T  R  ,BB 106,1,Stewart,D. Stewart,SP,Dorshele Stewart
SH,Sciences and Humanities,HIST,History,SS,397,28046,5,Teaching SS in the Elemen Schl,M,,20,20,0,,N,0,0,0,Active,Stewart,8/21/17,12/11/17,,,     , ,1,Stewart,D. Stewart,SP,Dorshele Stewart
SH,Sciences and Humanities,HIST,History,SS,397,28053,6,Teaching SS in the Elemen Schl,M,,20,18,2,24,N,3,0,3,Active,Stewart,8/21/17,12/11/17,1530,1645, T  R  ,BB 221,1,Stewart,D. Stewart,SP,Dorshele Stewart
SH,Sciences and Humanities,HIST,History,SS,397,28133,7,Teaching SS in the Elemen Schl,M,,20,21,-1,24,N,0,0,0,Active,Behrman,8/21/17,12/11/17,1830,2110, T    ,BB 102,1,Behrman,N. Behrman,SP,Neil Behrman
SH,Sciences and Humanities,HIST,History,SS,397,28256,8,Teaching SS in the Elemen Schl,OF,,20,7,13,,N,0,0,0,Active,Fife-Demski,7/31/17,12/11/17,,,     , ,1,Fife-Demski,V. Fife-Demski,SP,Veronica Fife-Demski
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,10393,1,Intermediate Algebra,M,,100,98,2,100,N,2,0,2,Active,Frazee,8/21/17,12/11/17,900,950,M  W  F ,BL 424,1,Frazee,C. Frazee,,Catherine Frazee
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,10394,2,Intermediate Algebra,M,,100,97,3,100,N,2,0,2,Active,Gonzales,8/21/17,12/11/17,1100,1150,M  W  F ,BL 424,1,Gonzales,A. Gonzales,,Aileen Gonzales
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,10395,3,Intermediate Algebra,M,,100,100,0,100,N,2,0,2,Active,Cromer,8/21/17,12/11/17,1300,1350,M  W  F ,BL 424,1,Cromer,J. Cromer,,Jonathan Cromer
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,17338,4,Intermediate Algebra,M,,100,94,6,100,N,2,0,2,Active,Cromer,8/21/17,12/11/17,1500,1550,M  W  F ,BL 424,1,Cromer,J. Cromer,,Jonathan Cromer
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,22963,5,Intermediate Algebra,M,,100,98,2,100,N,2,0,2,Active,Welch,8/21/17,12/11/17,1400,1515, T  R  ,BL 424,1,Welch,K. Welch,,Kevin Welch
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,19960,800,Intermediate Algebra,OL,,35,35,0,,N,0,0,0,Active,Barton,8/21/17,12/11/17,,,     , ,1,"Barton, Saife","L. Barton (P), S. Saife",,"Linda Barton (P), Sharmen Saife"
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,108,27034,801,Intermediate Algebra,OL,,20,0,20,,N,0,0,0,Hold,,8/21/17,12/11/17,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,10398,1,Pre-Calculus Algebra,M,,88,87,1,100,N,2,0,2,Active,Hiatt,8/21/17,12/11/17,800,850,M  W  F ,BL 424,1,Hiatt,J. Hiatt,,Jeffrey Hiatt
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,10400,2,Pre-Calculus Algebra,M,,96,95,1,100,N,2,0,2,Active,Dickin,8/21/17,12/11/17,1000,1050,M  W  F ,BL 424,1,Dickin,H. Dickin,,Holly Dickin
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,10401,3,Pre-Calculus Algebra,M,,95,95,0,100,N,2,0,2,Active,Pearson,8/21/17,12/11/17,1200,1250,M  W  F ,BL 424,1,Pearson,D. Pearson,,Debra Pearson
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,10402,4,Pre-Calculus Algebra,M,,96,96,0,100,N,2,0,2,Active,Welch,8/21/17,12/11/17,1400,1450,M  W  F ,BL 424,1,Welch,K. Welch,,Kevin Welch
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,10403,5,Pre-Calculus Algebra,M,,89,88,1,100,N,2,0,2,Active,Herr,8/21/17,12/11/17,1700,1815,M  W   ,BL 424,1,Herr,J. Herr,,John Herr
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,10404,6,Pre-Calculus Algebra,M,,90,79,11,100,N,2,0,2,Active,Whitehair,8/21/17,12/11/17,1600,1650,M  W  F ,BL 424,1,Whitehair,K. Whitehair,,Kyla Whitehair
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,20820,7,Pre-Calculus Algebra,M,,35,0,35,,N,1,0,1,Hold,,,,,,     , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,111,20231,800,Pre-Calculus Algebra,OL,,35,33,2,,N,0,0,0,Active,Whittern,8/21/17,12/11/17,,,     , ,1,Whittern,E. Whittern,,Elizabeth Whittern
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,112,10411,1,Precalculus Trigonometry,M,,36,36,0,36,N,1,0,1,Active,Welch,8/21/17,12/11/17,1300,1350,M  W  F ,RB 119,1,Welch,K. Welch,,Kevin Welch
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,112,10412,2,Precalculus Trigonometry,M,,36,36,0,36,N,1,0,1,Active,Moore,8/21/17,12/11/17,930,1045, T  R  ,RB 119,1,Moore,C. Moore,,Christopher Moore
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,112,10413,3,Precalculus Trigonometry,M,,36,36,0,36,N,1,0,1,Active,Moore,8/21/17,12/11/17,1100,1215, T  R  ,RB 119,1,Moore,C. Moore,,Christopher Moore
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,112,10415,4,Precalculus Trigonometry,M,,110,106,4,142,N,1,0,1,Active,Pearson,8/21/17,12/11/17,1530,1645, T  R  ,RB 125,1,Pearson,D. Pearson,,Debra Pearson
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,112,10416,5,Precalculus Trigonometry,M,,36,32,4,36,N,1,0,1,Active,Frye,8/21/17,12/11/17,900,950,M  W  F ,RB 119,1,Frye,W. Frye,,William Frye
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,112,22949,6,Precalculus Trigonometry,M,,35,0,35,,N,1,0,1,Hold,,8/21/17,12/11/17,930,1045, T  R  , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10323,1,Quantitative Reasoning,M,,32,31,1,32,N,0,0,0,Active,Halim,8/21/17,12/11/17,800,850,M  W  F ,RB 449,1,Halim,M. Halim,,Mohammed Halim
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10349,2,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Neel-Romine,8/21/17,12/11/17,900,950,M  W  F ,RB 117,1,Neel-Romine,L. Neel-Romine,,Leann Neel-Romine
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10371,3,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Hiatt,8/21/17,12/11/17,1000,1050,M  W  F ,RB 117,1,Hiatt,J. Hiatt,,Jeffrey Hiatt
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10373,4,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Hiatt,8/21/17,12/11/17,1100,1150,M  W  F ,RB 117,1,Hiatt,J. Hiatt,,Jeffrey Hiatt
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10375,5,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Halim,8/21/17,12/11/17,1200,1250,M  W  F ,RB 449,1,Halim,M. Halim,,Mohammed Halim
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10377,6,Quantitative Reasoning,M,,32,0,32,,N,0,0,0,Hold,,8/21/17,12/11/17,1300,1350,M  W  F , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10378,7,Quantitative Reasoning,M,,32,31,1,32,N,0,0,0,Active,Whitehair,8/21/17,12/11/17,1400,1450,M  W  F ,RB 449,1,"Islam, Whitehair","M. Islam, K. Whitehair (P)",,"Masudul Islam, Kyla Whitehair (P)"
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10379,8,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Walker,8/21/17,12/11/17,1500,1550,M  W  F ,RB 122,1,Walker,J. Walker,,Jacob Walker
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10380,9,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Garcia,8/21/17,12/11/17,1600,1650,M  W  F ,RB 117,1,"Garcia, Livshits","J. Garcia (P), I. Livshits",,"Jacob Garcia (P), Irene Livshits"
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10381,10,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Retter,8/21/17,12/11/17,1700,1815,M  W   ,RB 117,1,Retter,S. Retter,,Shane Retter
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10382,11,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Retter,8/21/17,12/11/17,1830,1945,M  W   ,RB 117,1,Retter,S. Retter,,Shane Retter
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10383,12,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Kurtz,8/21/17,12/11/17,800,915, T  R  ,RB 117,1,Kurtz,R. Kurtz,,Rebecca Kurtz
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10384,13,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Neel-Romine,8/21/17,12/11/17,930,1045, T  R  ,RB 117,1,Neel-Romine,L. Neel-Romine,,Leann Neel-Romine
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10385,14,Quantitative Reasoning,M,,36,36,0,36,N,0,0,0,Active,Whitehair,8/21/17,12/11/17,1100,1215, T  R  ,RB 121,1,"Islam, Whitehair","M. Islam, K. Whitehair (P)",,"Masudul Islam, Kyla Whitehair (P)"
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10386,15,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Moore,8/21/17,12/11/17,1400,1515, T  R  ,RB 117,1,Moore,C. Moore,,Christopher Moore
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10387,16,Quantitative Reasoning,M,,32,31,1,32,N,0,0,0,Active,Moore,8/21/17,12/11/17,1530,1645, T  R  ,RB 117,1,Moore,C. Moore,,Christopher Moore
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10388,17,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,O'Connell,8/21/17,12/11/17,1700,1815, T  R  ,RB 117,1,O'Connell,J. O'Connell,,John O'Connell
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,10389,18,Quantitative Reasoning,M,,32,0,32,,N,0,0,0,Hold,,8/21/17,12/11/17,1300,1350,M  W  F , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12780,19,Quantitative Reasoning,M,,35,0,35,,N,0,0,0,Hold,,8/21/17,12/11/17,1400,1515, T  R  , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12169,101,Quantitative Reasoning,M,,32,0,32,,N,0,0,0,Hold,,8/21/17,12/11/17,800,850,M  W  F , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12764,102,Quantitative Reasoning,M,,35,35,0,36,N,0,0,0,Active,Halim,8/21/17,12/11/17,900,950,M  W  F ,RB 120,1,Halim,M. Halim,,Mohammed Halim
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12765,103,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Pearson,8/21/17,12/11/17,1000,1050,M  W  F ,RB 449,1,Pearson,D. Pearson,,Debra Pearson
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12767,104,Quantitative Reasoning,M,,35,35,0,36,N,0,0,0,Active,Yuan,8/21/17,12/11/17,1100,1150,M  W  F ,RB 120,1,Yuan,Q. Yuan,,Quan Yuan
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12769,106,Quantitative Reasoning,M,,32,32,0,36,N,0,0,0,Active,Frazee,8/21/17,12/11/17,1300,1350,M  W  F ,RB 109,1,Frazee,C. Frazee,,Catherine Frazee
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12770,107,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Ahmed,8/21/17,12/11/17,1400,1450,M  W  F ,RB 117,1,"Ahmed, Begum","J. Ahmed (P), M. Begum",,"Jishan Ahmed (P), Munni Begum"
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12771,108,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Xiao,8/21/17,12/11/17,1500,1550,M  W  F ,RB 117,1,"Islam, Xiao","M. Islam, Y. Xiao (P)",,"Masudul Islam, Yayuan Xiao (P)"
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12772,109,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Wolfe,8/21/17,12/11/17,1700,1815,M  W   ,RB 122,1,Wolfe,D. Wolfe,,Duane Wolfe
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12773,110,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Wolfe,8/21/17,12/11/17,1830,1945,M  W   ,RB 122,1,Wolfe,D. Wolfe,,Duane Wolfe
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12774,111,Quantitative Reasoning,M,,32,32,0,32,N,0,0,0,Active,Addai,8/21/17,12/11/17,800,915, T  R  ,RB 122,1,Addai,S. Addai,,Solomon Addai
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12775,112,Quantitative Reasoning,M,,35,35,0,36,N,0,0,0,Active,Roberson,8/21/17,12/11/17,930,1045, T  R  ,RB 120,1,Roberson,A. Roberson,,August Roberson
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12776,113,Quantitative Reasoning,M,,35,35,0,36,N,0,0,0,Active,Halim,8/21/17,12/11/17,1100,1215, T  R  ,RB 120,1,Halim,M. Halim,,Mohammed Halim
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12777,114,Quantitative Reasoning,M,,32,0,32,,N,0,0,0,Hold,,8/21/17,12/11/17,1400,1515, T  R  , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12778,115,Quantitative Reasoning,M,,32,0,32,,N,0,0,0,Hold,,8/21/17,12/11/17,1530,1645, T  R  , ,1,No Instructor Listed,No Instructor Listed,,No Instructor Listed
SH,Sciences and Humanities,MATH,Mathematical Sciences,MATH,125,12779,116,Quantitative Reasoning,M,,32,31,1,32,N,0,0,0,Active,Murray,8/21/17,12/11/17,1700,1815, T  R  ,RB 122,1,Murray,J. Murray,,Justin Murray
